image_id,block_size,num_masks,mask_type,noise_level,MSE,MAE,PSNR,SSIM,LPIPS,L2_norm,Avg_measurement_MSE
0,2,1,random_binary,0.0,0.05465240031480789,0.17871960997581482,18.644507276676684,0.41466200581880164,0.5273689031600952,29.92365074157715,2.472230880812276e-05
1,2,1,random_binary,0.0,0.05449164658784866,0.17809316515922546,18.657300585017992,0.3916568782036507,0.43302226066589355,29.879610061645508,2.5064280634978786e-05
