image_id,block_size,num_masks,mask_type,noise_level,MSE,MAE,PSNR,SSIM,LPIPS,L2_norm,Avg_measurement_MSE
0,2,1,random_binary,0.0,0.05419716611504555,0.18214374780654907,18.68083408113571,0.36217534409731317,0.6223077774047852,29.798765182495117,0.00784182921051979
1,2,1,random_binary,0.0,0.05361788719892502,0.18143752217292786,18.727502771146675,0.34087812418225244,0.6274009346961975,29.639087677001953,0.008221987634897232
