image_id,block_size,num_masks,mask_type,MSE,MAE,PSNR,SSIM,LPIPS,L2_norm,Avg_measurement_MSE
0,2,1,random_binary,0.05350962281227112,0.17789040505886078,18.736280855488566,0.394807411867097,0.5290722846984863,29.609148025512695,0.0013935768511146307
1,2,1,random_binary,0.05280757322907448,0.17679455876350403,18.793637802416,0.3843511976454346,0.5270209908485413,29.414270401000977,0.0013841416221112013
