image_id,block_size,num_masks,mask_type,noise_level,MSE,MAE,PSNR,SSIM,LPIPS,L2_norm,Avg_measurement_MSE
0,32,1024,NA,0.0,0.03758653625845909,0.1540834903717041,20.270276860270332,0.5358041496294156,0.13127270340919495,24.815677642822266,109.02475833147764
