image_id,block_size,num_masks,mask_type,noise_level,MSE,MAE,PSNR,SSIM,LPIPS,L2_norm,Avg_measurement_MSE,mask_prob,method,protein
3,1,1,fourier_radial,0.0,0.0813497677445411,0.2277171611785888,16.917036484294062,0.2747743110030285,0.2783693373203277,36.50800704956055,0.0002726774255279,0.1,dct,EMPIAR10076_128
4,1,1,fourier_radial,0.0,0.0803621262311935,0.2266342788934707,16.97008554602537,0.2610109443284346,0.2091934084892273,36.28571319580078,4.470183193916455e-05,0.1,dct,EMPIAR10076_128
5,1,1,fourier_radial,0.0,0.0633058920502662,0.2004531919956207,18.006158418455104,0.2783553927524497,0.2795604765415191,32.20564651489258,0.00029408960836,0.1,dct,EMPIAR10076_128
6,1,1,fourier_radial,0.0,0.0766841620206832,0.2201898097991943,17.17354340395387,0.2777071438044929,0.2570241093635559,35.445640563964844,4.9118054448626935e-05,0.1,dct,EMPIAR10076_128
7,1,1,fourier_radial,0.0,0.0744982957839965,0.2178319990634918,17.299137035043398,0.2817654543336074,0.2184271365404129,34.936798095703125,3.386106254765764e-05,0.1,dct,EMPIAR10076_128
8,1,1,fourier_radial,0.0,0.0729907304048538,0.2152317464351654,17.387923067505636,0.2662123275568786,0.176472783088684,34.58150100708008,0.0003443892055656,0.1,dct,EMPIAR10076_128
9,1,1,fourier_radial,0.0,0.0755327343940734,0.2185477018356323,17.239248033172384,0.2840561776159407,0.2496723085641861,35.17852020263672,7.825740613043308e-05,0.1,dct,EMPIAR10076_128
10,1,1,fourier_radial,0.0,0.0688578858971595,0.209057867527008,17.641063187040828,0.2755396878034735,0.2351947128772735,33.58820724487305,1.3604831110569648e-06,0.1,dct,EMPIAR10076_128
11,1,1,fourier_radial,0.0,0.0718543231487274,0.2132525146007537,17.456070983376655,0.2644724813967664,0.2042548060417175,34.311241149902344,9.286472959502134e-06,0.1,dct,EMPIAR10076_128
12,1,1,fourier_radial,0.0,0.0818008482456207,0.2278435230255127,16.89302197597791,0.2759352475233395,0.2323820888996124,36.60908508300781,0.0002764725941233,0.1,dct,EMPIAR10076_128
13,1,1,fourier_radial,0.0,0.0684094429016113,0.2082839906215667,17.669439476007003,0.2660558590517101,0.2108401358127594,33.47865295410156,0.0002072338684229,0.1,dct,EMPIAR10076_128
14,1,1,fourier_radial,0.0,0.0716630816459655,0.2125697433948516,17.467645176131313,0.2792849163772099,0.2247615903615951,34.26554870605469,7.536787052231375e-07,0.1,dct,EMPIAR10076_128
